-89,-296,-257,-299,-382,875,-358,-1425,-283,708,1189,782,506,-439,-1166,328,48,-727,1663,768,-667,-176,907,358,-774,-468,-3,-167,600,66,-596,7,382,-5,383,656,479,-914,-271,-1421,920,-933,194,-256,388,670,-737,349,-91,-119,561,-802,-712,-99,486,203,-525,440,1749,-659,-219,460,286,-433,-763,-1318,849,-795,1424,450,771,-551,-289,347,925,-665,-648,796,-293,-1730,-839,-320,757,578,-140,45
184,-1090,-490,-8,19,911,-1029,-515,-1423,103,-950,804,-381,221,245,-94,23,-254,-70,30,-701,-277,473,-833,-110,641,-141,102,166,49,730,-1,-416,1086,110,-889,895,-983,-58,-11,300,-668,-89,158,-11,405,-34,-1183,-13,715,419,574,-551,-585,432,729,936,-1117,-767,-26,722,227,-726,402,282,-745,-135,330,76,56,1297,-346,-704,121,302,509,1262,3,1537,784,166,1004,-675,217,614,-1119
-589,-218,1080,110,-491,449,457,-1610,735,656,1036,458,352,-219,-1369,69,-973,-113,444,591,-410,886,603,-1233,-927,-688,32,-198,693,104,1230,926,193,747,719,-121,51,-145,-577,-1008,693,572,-624,-1136,190,1404,-16,619,924,349,1064,472,61,-1296,-463,-75,491,203,1185,-875,-1433,-496,-99,693,-26,-1442,315,-32,553,-125,318,1082,-806,-494,607,89,-341,-20,-203,-1326,-1469,664,-410,514,-653,1362
-697,336,-701,490,159,-77,576,1500,547,-1451,-713,599,-1183,113,-387,211,-526,-78,1629,-1198,-287,-1750,-711,785,-858,-1917,1177,818,559,-381,1046,-537,317,491,-335,-579,-198,-413,718,86,291,1425,1490,636,-761,150,548,374,-478,420,-684,-943,1765,724,-921,548,-972,1164,-442,650,655,467,184,-66,-898,-158,-499,0,-1998,229,-212,-130,115,1525,-371,296,-799,-718,-514,154,982,98,-719,358,56,-494
80,-307,22,-691,-280,238,222,689,-1072,-61,909,136,9,-268,-52,351,1062,-71,-404,965,54,-269,-567,-182,1531,-368,454,-265,742,19,-535,-292,390,-561,-196,186,-363,-297,-901,137,56,-142,1076,670,-377,123,-425,-175,529,906,743,-582,-842,-162,19,1091,-253,-687,-494,66,565,341,1600,625,562,152,160,-363,131,13,-107,-238,-159,298,-519,-1080,172,-853,749,-393,-1016,617,-341,-1241,371,-687
-1340,-882,1305,234,-93,-411,1503,515,275,-103,-18,-879,490,-845,1870,352,166,419,-323,777,-644,844,-388,-920,649,436,-1165,-924,-26,-256,765,786,26,370,-824,187,-140,-204,1278,268,-175,570,-447,-343,436,-325,1325,359,843,345,795,1049,134,130,-118,375,-188,-768,-1432,129,-266,-144,-192,378,122,1105,958,1626,-1140,452,-130,396,-602,-56,-593,-1052,679,931,-280,778,-851,1145,-1299,-19,1043,-460
678,428,-724,251,539,-609,-171,1028,-846,-905,-896,243,-97,-269,-215,705,480,1033,-442,-1324,-270,935,-34,578,650,11,716,-748,-434,755,-317,-381,-93,219,-216,-1078,343,876,-232,988,-264,-152,-124,438,-192,-338,1491,-241,-232,890,-706,-1410,-96,-416,-1223,-9,285,-16,570,1063,-261,-104,299,988,-670,927,-423,-637,-575,-338,-509,-420,-388,56,-487,1359,623,381,885,408,1869,-215,-23,-570,376,871
341,520,396,-454,-353,-376,-48,-160,-723,144,311,670,-35,-22,-416,-1006,-323,-171,366,-995,568,-509,770,-133,-100,543,686,1001,36,93,-576,153,592,123,239,92,-184,-353,-147,109,72,570,467,-917,-595,-540,-139,-423,-769,-954,285,-545,934,373,-358,-261,-494,7,363,-955,-632,-301,1322,125,1532,-1719,-671,-186,378,-307,-604,432,146,452,742,303,-50,-814,-228,46,43,-352,187,-108,284,-79
-1148,-316,-646,-182,-746,872,369,25,-559,72,451,-489,64,-181,460,1439,-7,731,1747,-270,838,-479,-531,-1520,-965,340,-36,-206,-842,-742,-703,-430,-792,1831,-1502,-953,792,-602,-554,1319,1343,-1285,1856,264,-473,-340,396,651,-1055,-494,-270,758,1062,327,-1133,746,-2087,-102,625,-288,-969,230,86,-499,-555,-502,225,112,-1745,377,-1500,870,156,1269,1231,-257,474,1083,842,-1424,1674,-261,571,77,-59,-1271
-122,824,1408,-744,1165,-1023,-663,97,908,438,-900,350,464,-313,-106,-1737,-253,-260,366,-704,350,-801,504,380,-167,-762,261,411,1229,767,394,-66,541,-693,558,1399,-116,52,1310,71,517,241,166,-569,-100,-424,315,-410,574,-802,1392,295,-779,-831,499,342,634,-395,10,626,-121,-6,288,319,-185,-206,-547,-1076,-543,-149,786,799,-144,1034,-1358,267,-400,-1680,-1621,985,210,1320,-1436,174,-523,-411
-50,-95,-487,967,187,134,818,778,36,-1431,-202,167,-784,-114,-308,374,198,410,444,-106,-1377,585,101,200,753,-18,93,-33,-861,-148,789,436,317,-797,34,-936,-901,-565,269,-377,-783,973,-97,448,-467,293,512,-288,340,339,-398,-386,-298,-595,-201,347,278,114,-488,738,368,-31,-452,450,-143,782,51,-169,-287,104,366,-817,-706,-135,599,315,-199,576,-39,32,-528,-144,190,346,-92,522
-193,239,24,211,-110,-930,609,-309,370,87,631,697,767,281,72,-549,-10,-624,421,-1141,-274,1223,604,1068,-1277,130,-514,707,770,-113,-715,-21,-176,170,95,1053,1349,-467,-667,-317,-309,645,257,-1182,-995,-737,-49,-241,-366,-58,-216,-42,1245,775,-1432,-1504,-319,635,176,-509,-457,-487,438,306,1039,-806,162,-683,-437,957,-295,-255,-362,975,603,277,-346,-316,-1021,-489,-301,-946,478,-4,311,1142
1167,-1090,-818,-35,-632,666,-35,-640,-843,-457,31,352,-1188,321,240,369,-172,357,-1403,622,97,-523,307,205,567,645,-4,-1333,-88,90,162,482,-104,691,-663,-1102,-893,-568,-1103,482,-97,-526,-610,-261,-611,798,-205,-1631,828,450,-563,858,-339,-627,541,-524,384,-44,-978,518,289,-359,-49,1448,425,1037,-131,990,33,-822,643,-320,-45,-2100,-441,568,-148,882,408,589,-824,214,382,-718,-257,-432
-201,-825,157,1374,-1673,1047,-28,-285,-555,-136,76,-261,-33,1212,-498,1001,626,475,-863,354,-515,-42,-386,-1944,677,1173,-1082,10,-747,-921,-192,414,-518,745,-133,-1006,64,-124,-727,-444,-251,1291,-888,357,997,1150,494,-464,333,1655,573,1564,-26,-713,122,-798,314,274,-510,-959,-427,-670,-1165,885,53,1071,-821,-420,224,-759,-303,1177,-118,-1173,-293,844,1518,130,1520,660,-357,375,-1222,948,-483,-764
574,87,336,-1365,-63,-189,-125,-541,81,612,-90,294,1505,-905,675,-697,123,-322,-709,-94,-293,558,162,264,667,138,117,-576,749,893,230,515,1394,-530,-523,747,525,1081,197,-466,-166,298,-732,-225,163,-166,-23,-666,8,391,785,-108,684,-1500,-1102,183,677,-304,506,44,-302,85,589,817,737,420,482,907,994,-71,-659,-18,18,341,-348,-663,-63,-1279,-414,86,-439,-13,-184,-661,424,453
361,-233,-408,912,-1100,-130,-111,976,-1218,-429,121,-900,-314,620,-308,864,1044,402,-1178,-426,319,57,-31,-300,412,429,-522,-500,5,208,-50,-379,-322,640,-452,-677,-486,1040,-1679,436,49,252,-115,-182,970,-548,1180,401,820,523,-394,661,397,1139,-542,40,-711,-79,-734,323,730,-354,213,500,885,-274,-699,-625,59,-385,-739,-277,-39,-682,-367,507,1051,-82,1983,1044,178,1294,-403,-20,-257,609
69,396,105,1230,-777,-1400,320,24,161,509,1333,-989,541,-444,-945,-70,-301,396,592,-868,-39,1035,498,-132,-233,341,-440,-214,582,-651,-467,-636,851,-533,579,275,-258,-140,-251,-528,-388,801,499,-298,527,468,579,889,1508,-1156,-201,530,-622,76,157,-1247,-880,904,562,-1626,-452,196,-800,677,416,-908,-1349,-1358,254,119,-405,670,-491,-603,-268,506,94,-933,128,665,65,-621,-913,1444,-1039,1260
94,-592,286,-438,-88,825,-99,-863,125,1108,373,238,-133,5,-458,726,43,-314,-784,1289,231,203,-42,-56,1129,-211,-282,-218,-70,512,-194,428,26,-260,640,-221,-572,-558,590,60,54,127,-159,413,199,234,-1213,-89,-524,603,762,-44,-356,-539,790,-371,868,-32,-823,-883,-101,-559,428,-790,632,38,1289,993,1376,267,1167,-149,-201,-708,-738,-311,13,174,627,37,-750,101,-17,-555,319,-919
320,15,409,-450,637,123,-174,-324,403,285,-88,552,-796,-473,-843,223,-315,273,-478,287,-402,26,465,-15,258,-814,269,-87,588,147,769,-341,597,-539,431,-667,-1231,-184,65,15,754,-649,-542,153,168,285,-175,94,-189,-392,184,-240,-533,-1214,601,291,800,-11,-225,531,311,73,189,563,-156,-44,-613,592,488,-815,729,150,-21,14,225,503,438,-185,-740,493,-183,298,-542,633,-992,-290
129,64,374,-299,315,-735,-40,298,-444,374,-338,-379,225,-1021,293,-439,-117,174,10,-505,1177,-451,-285,215,276,-16,-120,663,53,-112,23,-609,395,128,38,202,404,350,429,864,-1177,-177,163,-301,703,182,-45,-164,800,-1358,-30,990,-832,23,868,20,-366,-1116,-279,-308,-359,867,22,226,-265,-602,184,-593,165,-426,88,-905,-479,-430,-709,-7,640,-1209,-1087,1046,-166,-133,-946,459,2,-367
-452,0,-27,473,-633,472,4,-160,254,79,-107,-259,716,492,138,548,410,277,164,552,-551,-33,-373,-180,-256,-407,-1349,-268,111,323,-174,222,-374,528,-153,-243,118,199,-87,-647,447,-20,382,74,895,347,848,353,-469,471,-415,376,245,766,-633,-272,-719,-185,312,-197,2,-566,-291,507,-512,2,545,-151,336,653,-508,205,140,416,-222,-90,15,661,334,-590,-185,491,-515,373,49,264
-7,0,111,-104,0,-547,0,-104,-97,158,436,-346,-192,119,31,-190,-294,-642,95,-516,599,443,-307,-399,-456,6,373,398,5,-205,148,-473,-584,238,153,512,-259,97,-429,-17,-167,-49,486,-1,43,289,-588,563,247,-627,-238,-117,37,226,98,-398,325,560,-68,-426,319,9,22,156,540,-496,-189,-323,-61,-632,-231,468,-838,-304,-216,208,-308,-687,143,285,-89,361,20,-50,-81,532
-241,0,277,-36,-15,89,0,-51,190,-26,-125,-65,154,-84,91,-76,-127,38,51,180,-219,-125,136,-129,-74,-7,65,-6,-102,-8,247,54,60,-231,-70,538,259,-155,-40,-197,-172,-247,-111,0,-162,132,135,147,172,121,507,257,65,-66,453,501,-87,-338,-42,355,18,25,80,-8,-101,53,139,186,326,56,-31,129,263,435,80,-222,335,-73,-142,29,176,509,-17,-168,-51,70
-53,0,21,32,-29,126,0,3,56,3,-94,38,88,-65,-38,70,73,129,-3,88,-23,-94,-6,38,41,-58,-125,6,3,-4,-85,-12,-92,18,173,-247,-230,-158,470,-500,215,224,491,84,156,-92,30,-97,30,-8,-126,4,-38,-205,249,-159,158,-175,92,-228,-233,93,-218,26,-374,80,-397,-115,-98,-238,251,267,-19,-92,75,90,-21,-92,-74,-235,21,-405,-178,149,-207,-158
0,0,5,-5,5,-10,0,0,0,0,5,-5,-5,0,5,-10,-10,-10,0,-5,5,5,0,-5,-5,0,10,0,0,0,10,0,11,-7,-9,17,99,-3,-92,98,-91,-117,-67,-7,-37,-29,24,-38,-26,-2,-45,-48,-67,-52,75,-150,30,24,-60,-39,80,16,-17,-128,170,-46,-14,193,-12,-33,-86,-133,212,40,69,100,63,58,-9,-9,7,18,203,-171,77,-108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,-13,4,17,-17,17,17,17,0,-4,-1,4,-21,-21,4,-25,2,-26,-21,0,2,21,-9,-8,29,66,56,-60,-4,41,54,-32,124,-124,-3,-34,39,-69,-149,-125,57,10,-65,-79,88,56,-141,-128,29,-40,-37
