-699,590,1960,848,-2186,-1498,1320,2914,244,2039,1916,-1349,-131,-17,62,1018,1762,-798,1544,191,-541,-2022,1017,-1252,814,-1053,-739,-1200,-983,-792,2165,-2534,-587,980,-2910,2595,1382,-507,176,-56,2245,261,351,-360,2441,-625,-136,169,578,863,1849,-1020,-1076,1902,-2075,16,794,-1903,-1735,-340,-1090,-626,2274,1101,765,2439,-1448,161,952,-1360,464,-9,-1614,-1055,-1217,41,771,1486,-402,-1016,1556,252,2040,1282,-227,1301,2592,-1985,1056,1880,-1466,146,-1013,-2776,-2574,383,-942,-1614,-1233,-1712,-2703,159,-464,1720,-1302,-742,793,108,1166,-1012,3947,-749,-316,78,-619,-2356,-1327,2576,487,3100,338,427,1059,-196,-842,2113,-3268,747,-475,2093,611,560,1121,2711
-2031,1645,-2693,617,743,1518,-3133,896,-2255,-2781,-2884,-1667,1304,472,2094,1110,-1008,1665,-3104,3127,486,761,2636,368,-633,-3597,-712,-698,833,-405,-2734,1425,-466,-215,486,1488,-919,-368,-126,-683,453,-3220,-1730,-1660,1248,1720,-2988,-820,-173,-234,-2341,2813,-422,-2469,41,1303,-680,-214,-177,1026,1715,761,1556,705,322,102,218,-3527,-2175,1895,1747,-391,-2844,-1239,-1331,3431,-2038,-1698,-859,-1032,-705,3655,-935,-274,880,1131,-444,2175,1017,33,-428,-1987,1931,2026,-3162,505,3330,823,429,-1173,1493,-1235,119,730,-809,-1235,-788,-695,889,5,189,-3655,363,1625,-344,2629,960,1959,-1809,3000,1729,2407,608,-2647,630,-1079,1723,-2872,586,-384,-1830,552,1743,-1445
-2131,776,-790,2668,-2931,980,79,1608,-783,1416,-453,948,1124,999,-188,-2041,2585,2213,-2821,342,3339,2103,-66,966,0,-1545,-2152,-1397,238,2154,-852,830,78,622,427,-162,-907,191,1062,3714,-949,-1674,-2791,-932,1848,-1774,-1436,2568,457,2456,-1134,-2802,1483,616,-1904,591,-728,-535,-2814,-2086,1291,821,2650,-2414,-1857,3818,-16,-821,-1135,4304,-863,796,213,-2933,-1019,2576,2093,11,1270,2758,207,1377,1389,2272,3294,-2119,-226,2399,1034,-562,2767,-1096,-2876,-548,-2917,-914,1775,-340,-759,-435,399,265,-1603,941,-709,-3203,-2781,-2179,-802,-2177,413,-2059,733,-2760,174,-331,1301,1465,-116,-1158,-696,-940,854,-1282,-161,1174,-1371,-1264,2888,3273,-1106,707,1501,-1089
-1238,1606,221,232,-48,945,757,-801,1621,1998,-2944,270,3170,-3186,1813,1393,-1390,-16,-3479,1224,1463,1751,897,2352,612,-1244,-893,3440,1482,-859,-1297,-761,-1313,-653,-2974,1997,-780,-403,1334,-1437,-2626,-627,4320,-169,-521,2204,1190,-243,-512,-2045,1721,271,-543,981,-1828,-1472,2895,-1340,-3692,2170,172,-159,2491,2224,979,-1782,-914,-271,183,1741,-256,-2376,1402,1103,1986,-966,-844,1228,-375,-797,-2133,2526,-2037,-1549,182,854,-2009,2634,-549,2482,-1086,-314,-1546,-175,-1,904,333,-2283,-2597,-682,-3,-1494,2204,-1537,596,2211,-1444,848,-885,892,479,544,-1005,-3603,1751,-671,971,1774,-1456,3308,915,515,-3389,-1400,-603,-578,2513,859,-1632,679,498,-1174,-667,-1749
-2215,-221,522,858,457,2058,-1626,-2660,-255,1515,680,1345,-748,-1713,144,-2689,-1474,-1451,-506,-715,3310,3340,1425,22,-3283,-375,-1860,-389,270,1125,-1863,2035,2420,392,3839,-3997,-4441,785,-1656,703,-3297,-1254,252,1253,-2036,-1784,-1098,-1068,-328,-766,-1865,-122,-77,-1462,1035,76,-399,1112,-1225,-2502,1286,3940,335,-1168,-2613,-689,2197,1847,2316,-322,2949,-1289,890,-2182,486,-607,-93,-390,-653,2512,-2947,-1956,-1705,-2193,328,-944,932,763,-868,-558,3851,-850,-1727,674,211,1916,620,-510,1895,-678,1428,2450,-1794,800,-135,-946,-904,4000,-43,-947,-2798,62,-1658,1279,1369,1224,1373,629,158,-1159,-2385,1241,104,-657,-1869,833,323,-1204,736,-762,2568,704,4732,-3231
2027,367,-742,391,1757,2990,-3155,-1611,-3099,1929,1357,1887,566,-2645,1889,-1737,1126,3125,1058,3033,-225,700,-449,-2927,1638,-470,323,2591,-2493,195,829,-583,3921,-2462,1689,-2469,-2219,330,-1389,-932,690,305,47,1142,-4379,1963,198,93,250,1107,-925,124,941,-216,742,-2234,-1556,-188,1070,1569,-995,582,695,869,-1190,1834,2110,943,-1006,-696,1034,-564,249,3259,555,-818,71,-2098,-1399,-2304,-1654,-2055,1766,-1898,-1787,2334,-712,549,83,1675,-265,2314,155,-326,1235,-606,2471,3714,3928,198,-1761,1265,557,-3318,-1356,1481,3138,202,-439,1025,-2828,3897,-2536,1676,1315,1793,1493,-1216,2301,2301,2478,831,-415,3699,535,-924,2020,-758,957,967,2267,1470,3040,279
554,-3277,4110,1584,347,306,-225,-3357,-173,1369,2781,2555,-183,-2086,516,-2902,-341,-1274,-76,-2244,1007,-471,-2526,-3450,-3521,683,-635,1816,-1514,238,594,865,1531,1689,1826,-1774,-1347,889,251,1229,-2226,2329,958,3531,-59,-5236,4458,-2603,2896,-808,-1151,929,359,825,1189,-2875,730,-395,1929,-3916,-1212,609,-828,-1242,-1249,-499,2625,1641,-496,-1645,1430,-1791,1630,-2511,1204,803,1761,-1416,-2377,-3355,-1480,-2492,2021,1959,-3340,183,-181,-513,2823,158,-216,-49,-3447,-1669,286,2661,1604,612,-1997,-290,1032,3526,-3067,-2786,-795,-3924,-40,702,-1470,-2858,-3159,4750,-4120,1941,75,-1325,534,-2193,759,-1966,1422,553,833,4829,-2556,190,-2312,-1152,1985,4928,2576,1490,2389,991
2384,-508,-1054,-1200,-1696,296,136,-585,-944,-386,1576,191,1233,771,197,-438,157,814,94,-1276,372,-34,-3091,-25,2931,322,771,-1671,1605,1369,-624,-1284,-2477,593,1354,310,1430,-3119,-736,962,148,802,-1107,530,1036,-450,4545,-1098,-1933,-777,1839,-173,-758,1250,-103,-666,2076,1445,758,1582,1080,-1055,-2902,-2725,329,82,619,391,1069,-131,-715,1119,-1309,556,-1443,-966,-1669,-536,2455,1736,1966,461,722,895,-2576,-911,-55,-708,-363,-769,748,1960,-406,-129,854,-1829,-2510,-51,408,2328,-78,2602,2136,1086,-3045,-863,2393,-825,2600,-681,554,1714,1938,91,-494,-313,-350,-1947,1405,-3285,-837,1066,2564,-57,2141,152,1454,-1469,-103,-1633,-1866,-2684,-5104,193
-234,-1075,-86,-1762,1073,-1945,-689,1897,-696,-493,-202,1574,552,1741,-1024,1472,241,293,-2022,-1916,-2929,-2650,2194,-2,1834,-134,442,1865,2464,-59,-89,35,-2445,963,171,-215,45,-1615,2109,2703,-752,-898,901,-886,1385,-108,-1105,-139,-172,-2232,-2411,654,-1643,749,-431,942,562,-1018,-1624,-237,561,-1830,2278,409,-9,2100,-163,-670,264,2605,143,805,-381,-477,-494,1566,1147,-1559,483,-322,-505,83,-1078,3521,1795,-1862,414,-216,577,-32,-1995,450,-1256,-148,-2266,-84,-6,1574,-450,-402,2365,-1012,-194,12,44,-1758,281,-1850,-767,-1751,2209,404,-406,683,-2349,1765,-1917,450,2332,3157,1497,-2630,-1541,-233,-1961,-2443,-2388,-1263,-68,2139,-1406,1384,-785,867
-1505,-1059,1584,-384,-970,-901,-1792,1501,915,-1867,2061,-452,-475,-417,-627,249,633,-355,-1897,-428,-197,-814,670,915,-16,-4258,-288,-40,-106,-10,245,179,-3078,-294,619,348,489,1402,-491,687,-1975,-1175,-3585,-1021,-664,-1872,2279,-2466,2734,-3445,-1597,-641,-2097,177,1179,1682,266,-894,-367,132,-999,757,2578,-263,-1652,-259,1509,470,-272,-1657,1407,1583,-1886,-1416,-815,-572,-1229,2344,-1245,-888,2359,1125,-350,2512,-716,-284,-99,-920,978,-1071,-1667,75,-1154,818,-2418,-489,-409,90,249,-1681,2350,317,-2074,-960,-1656,-4395,253,372,359,-1165,-537,556,249,633,-417,652,-2013,953,232,1295,1353,1528,-484,-1301,-1499,1542,-1747,-393,-2116,762,437,-282,854,528
1879,-2554,974,864,2092,3082,-549,-3743,26,-596,1993,1936,-571,617,-1779,-3951,-1954,-1206,427,-2881,-1021,758,-2351,-2118,-2979,1038,162,525,-1411,2970,-477,-798,2607,1356,2611,-1728,-872,-2023,-1808,-447,100,1674,1767,4313,-2836,-2931,3953,-175,959,-754,-4527,3341,-2161,-2835,2058,1237,-759,1438,1231,-632,-1909,-929,-4168,-1805,-2149,-464,2736,-1008,1250,605,2385,-2615,1567,-633,765,-976,-1939,-1587,-3780,-2915,43,-2084,2972,162,-5277,-1901,-4190,1085,2455,-557,1003,-473,-413,1118,-1396,1731,-1249,2176,-441,976,3581,150,999,-3803,-403,-598,389,2004,-808,-360,-4178,4722,72,834,-1941,1683,-1159,-307,603,-1449,-196,-773,1293,3419,-648,-4056,376,-844,2529,-1712,2337,1977,-2365,-208
-1658,-500,-966,-1437,115,-751,-2010,1282,527,707,1580,824,271,-1197,-1252,142,95,-735,-1268,2106,-1142,942,1721,-81,1198,-2223,-845,1523,1642,-1440,-140,1678,-815,-891,1693,768,1300,1450,1663,3023,-1725,-1095,657,-62,725,888,-296,-1104,-170,-566,402,-23,-213,947,-530,2715,757,-2137,-883,-347,-889,-623,3882,-366,733,1982,-38,877,1632,290,354,-971,629,1339,-1508,-2592,1665,680,163,-1229,758,-1135,1036,1770,-231,66,1423,2332,-34,-462,-1237,1409,-513,-743,-618,1146,773,1251,125,499,1640,1299,-798,1456,-263,-269,-2263,660,563,-1806,1003,193,713,-146,494,-3499,-1833,2548,910,3419,1164,-1444,-421,-1707,-679,-300,-2463,-696,-634,1626,167,-498,951,797
-724,1462,418,-1153,-2312,285,-657,1467,-1719,1500,813,-222,796,-2555,1130,2710,-849,-1616,-1027,1581,1301,224,1132,-1165,163,-2417,-2505,-1307,1939,1272,298,-1919,-1640,1473,614,1470,-681,-1200,-830,330,-1013,1066,-2002,407,477,378,706,-839,-3187,-2275,1458,-728,339,-1729,-904,682,915,269,-3036,3140,-2002,796,2007,943,2776,1117,1016,-321,624,-2356,1334,-225,-2097,-93,-1416,-221,-1532,1458,656,2935,742,-155,640,-1487,1274,798,2512,-1545,-1733,-1700,1413,470,390,-2256,-1030,2202,-1839,-1252,1620,-2229,-49,1547,1307,1452,-1547,-2531,3067,1853,3514,107,1904,-1163,85,491,256,-147,-1163,282,-578,2111,2477,2801,1835,-2306,-899,1555,211,54,-473,-2051,875,-1913,979,575
-1017,-204,677,1623,-425,470,371,731,-480,-153,239,-2876,28,758,-781,-3572,-2142,-2294,353,2642,1443,-271,-1537,2469,-235,-2362,-808,-2551,-30,265,841,343,-1683,649,-1967,307,1024,-664,938,1361,-1456,1828,-172,-41,1881,-442,1109,-1070,2753,1167,-1807,188,-2349,85,362,1962,167,-2125,496,334,2044,-2368,-562,-1258,1031,592,869,-337,87,3173,33,-1088,257,365,-794,1058,-1310,1807,-1707,-987,287,2365,2604,3301,-219,-2264,-2787,1160,1001,-1063,-283,-2205,-208,-1181,-2848,678,-220,415,-2366,476,2647,2,796,-917,-639,-929,-1373,-1403,-1100,-572,-1139,-1111,1790,-2174,739,-1595,529,-1693,-2962,-1048,-682,863,82,-548,91,53,-1489,494,1656,3276,-697,837,-749,-129
-90,-1497,1903,-1348,823,1472,-2172,-2027,400,502,631,1268,2606,-3538,1723,-3008,-1825,181,-2138,3787,1142,1437,-2386,-310,-385,-2436,1666,1360,2129,-300,364,-1497,1178,2286,909,-2913,27,1855,1856,-1430,-3765,2812,2563,3059,-1209,1455,1429,-2364,212,-879,564,1492,-3701,1578,-1420,-992,533,-1077,-496,1014,-678,-1283,490,-1994,-950,652,3587,1348,1770,1043,1283,-1333,1522,2520,-1130,-3590,-1525,1634,-531,-2773,-1897,-3353,386,-2291,-3336,197,-1506,-142,-572,-28,970,-2231,-2372,-1279,2525,496,2639,-1110,453,2790,1102,2988,-1086,-4035,-1883,-929,-1430,-907,473,-525,-3297,2416,-1027,2302,3034,-1705,-824,-3200,1084,1952,2370,-94,-2663,-1363,694,-438,231,-1370,2210,1488,3894,-278,-517,-1069
-2728,-3696,860,-2947,1513,673,-3560,-275,188,-771,519,1315,-2325,-1585,-1479,-702,-2856,-2038,-1147,1666,-2580,-990,219,-1126,-1549,-2758,1243,1096,3810,2331,769,787,-402,2872,2854,-1506,-33,-856,317,1568,-3290,2481,1681,-264,2293,-259,-766,-3435,81,-2897,-2215,1386,-3209,1295,1214,962,-2688,-431,-1453,553,-2075,-780,-5,-1298,-20,593,-690,3101,1317,715,2838,-1565,-1442,785,1385,718,1122,255,-1958,1172,3613,-4513,-1376,-886,1608,987,836,-1790,1368,-1487,1229,-1305,-524,-720,-1283,917,1779,-553,-262,-332,1784,1941,-1159,-419,-830,-3645,-1795,-950,698,-2034,-1003,1374,603,1887,800,95,-4083,-700,3113,3443,2668,-1452,-1135,-1956,-3070,-1126,-747,-1653,3075,33,-454,92,76,-591
-343,-366,-1164,-1983,2560,788,635,-181,-792,909,-728,1426,-1006,-1563,-582,1193,-2664,-2161,195,1112,-1396,-1656,-680,-465,-1668,-1015,136,957,2318,-64,-1168,-1547,1246,2746,1984,-449,-210,-1743,2221,548,-284,3111,1698,641,-146,2525,-2190,-60,-2092,-2864,-3100,-246,-1013,-1406,443,-450,370,1171,2276,-802,-3565,-935,-338,-604,176,1338,-59,-2037,2426,3949,15,-95,449,-437,-327,-545,-464,1218,-757,2438,-569,-3707,154,-1165,738,-721,-1254,-2353,-2351,-165,1883,-3093,-1604,-1249,1183,999,-187,768,1227,651,1322,-436,1153,106,2492,1941,621,200,1200,740,-198,795,-212,941,-1782,-379,-1151,442,3323,2660,180,-2635,1221,-108,-2954,-791,-1321,297,1334,404,1119,835,387,-1446
-1950,-2031,671,1950,-2063,-1648,1524,-492,3679,-876,270,-602,-1181,-1901,1247,1208,-2268,-2164,-1873,93,3368,1283,178,2040,-705,-600,-1795,38,1915,-1920,-1232,5986,-3211,-3176,199,1587,-1189,1965,1815,3328,-886,-804,682,-650,4591,-3405,458,-2810,2978,-1522,2569,-535,3213,3235,1183,-770,1055,-1473,1426,-2126,2764,1921,870,-196,2874,-2473,-3616,2132,-976,-1488,411,-294,1790,-2810,3342,5005,3703,-14,1360,-346,862,3664,417,2688,2304,885,1214,2767,4320,-399,-955,2461,-390,-2934,-1672,2640,-40,-246,-5438,-1055,-1255,1201,-1069,1937,-1119,-1591,-5255,-1522,-3883,-5856,70,-1600,-2757,-2358,2092,-5648,1609,949,-158,-3485,-1669,1722,-2235,2441,2721,-709,371,533,-2843,5975,-4609,-4584,1541,2027
1932,941,-118,340,-760,22,2683,-1175,-530,1666,-282,-244,-338,357,2039,1283,-617,-217,618,-275,-165,-2389,1746,-438,828,2205,2054,-1814,13,517,-1329,-1498,-543,-1388,-1044,3254,-799,-1563,-3146,-2304,4987,-409,1811,2196,-498,-950,-861,969,503,2499,-149,1190,622,-2676,-777,-1957,877,2977,684,259,980,-1657,-235,1199,189,665,-1575,-85,1977,-84,-606,-830,855,-194,-606,-2349,77,-1599,-874,-293,-946,-343,1320,-1315,-313,2339,2064,-303,85,2030,-200,198,633,-971,1202,432,-1931,1642,-272,-1107,-1565,-1270,282,-716,-498,2026,-82,179,883,2735,1190,715,-772,1021,818,-428,-950,-1302,1031,428,-1663,-1890,2884,986,1261,-1564,2963,-1603,-436,269,-994,-2909,252,494
-1857,-585,-925,880,-291,98,126,-421,-1121,-205,-2429,-625,-311,-408,-385,-2495,1190,-2615,-58,292,998,228,-2437,1332,136,63,-1389,2731,-391,885,-1024,132,-331,2671,1478,4357,-65,-318,1110,591,-176,-1260,-1156,-878,2291,-2950,-3210,1408,1329,-170,1352,-1332,675,-767,-829,363,-1908,2254,-480,-933,2065,20,-2515,321,2630,362,-2992,-667,-2178,-49,93,-516,-374,-2303,660,1270,3528,591,1008,3453,2259,-1052,-25,3776,2952,-1957,353,-71,-1566,-2148,-470,-2432,157,-1766,-500,794,735,305,-2723,239,292,178,1188,1412,1191,-1182,-1483,-787,-1179,303,3325,1629,126,-1956,1099,-2624,-304,-762,-1604,96,-152,-1399,-1154,32,-1223,-206,-1281,2024,2048,3224,-1891,671,508,2863
-3042,-813,-45,-147,-625,1150,-1834,-2207,-1552,-200,-3632,-1474,-1111,842,247,-893,-3921,-60,-1887,2596,-1927,1898,1894,440,-1502,319,-405,514,1922,745,-2940,2014,-596,760,1847,3370,468,2189,-303,-111,-2464,-1009,1069,1484,560,-1152,-954,-1037,550,-1705,-462,-748,-189,-3471,-726,-221,270,1128,-443,852,1005,2127,46,-2694,1782,-2944,-158,-80,328,-396,-1072,-1996,-1351,-269,-509,2006,369,85,-1369,-21,-141,902,-3699,-484,2000,1363,383,2548,975,313,2490,-865,833,1170,-1211,653,832,-1824,-1439,-690,560,-179,-194,469,-661,-2310,-2119,565,1527,-822,-1275,-3881,-254,939,2245,-984,-539,798,-2723,73,1560,1015,-607,-982,-972,-8,1941,-4144,2405,389,-3157,1320,-180,-2182
-800,-1212,1874,1023,1364,2385,-1822,-1583,-680,1126,-875,-362,-1064,605,1540,-2095,-1502,1450,786,1360,-931,-1056,1253,-253,176,20,3861,2656,586,-2645,2279,-1844,1832,-1198,57,16,1530,1999,-570,-3394,-1522,-411,1112,-512,-246,478,1479,-791,3424,-1097,-1912,513,-2437,143,2040,-3230,-1724,2071,-351,-1114,1088,717,30,-1519,-2280,-1476,2144,1545,729,1192,2108,-1604,-64,-634,884,-1621,1426,612,-1588,-2176,-173,-1271,-1435,-1477,-1151,2479,1321,-893,2242,1839,696,-3394,-3662,584,-873,-2873,1451,-318,1818,-1705,652,-496,-1001,-2535,-171,1733,115,2488,2409,1730,-2083,1741,-2585,1556,2710,2580,470,-671,-539,2857,1056,-78,-941,-142,-4458,2084,-885,-1733,2037,2392,-605,2765,506,-2165
2130,1363,93,2004,2440,1416,2234,523,-1212,1299,662,-2002,-2125,-585,-604,-792,-1544,-3139,5682,930,1236,-1481,-1740,-2455,-1250,1132,-1001,-1243,-2543,-3161,1913,-2635,4685,1609,-2185,26,54,-403,1769,-273,1810,4116,2189,-171,-83,881,-1314,1711,-1469,2666,357,-832,2458,-2477,1988,-406,302,-2180,2561,-664,-2841,-1311,-1915,2827,-135,-584,44,-2852,-173,427,-92,-954,950,1691,-380,-893,258,1249,-281,-1150,-1565,-1107,4423,948,344,548,-2608,-2790,-1849,2059,-1044,-1877,169,-1500,1154,1185,-490,2967,-71,-2570,-797,-2350,1506,269,2564,4171,2587,1385,1093,4327,-647,1920,-298,307,-1329,1730,3480,-1425,849,-1009,-481,-317,1568,3605,-1915,1120,-1846,3025,1668,-363,1388,3268,3380,867
708,70,-452,602,-2103,1637,794,1217,351,601,-842,1269,-259,2732,-1058,1107,1938,2313,-1408,-2600,-669,1127,-1086,-912,-135,830,880,-1217,3252,1895,1455,-667,465,2253,820,958,1006,-1450,-373,-733,2120,146,-1133,-24,1513,-1385,-1242,2807,-2326,2764,-904,359,-731,-1347,652,-486,-2056,3173,-2061,1022,-774,-1629,1268,-1324,-1885,399,-288,-512,1549,1754,388,2327,1286,-2048,-261,-185,1181,-794,29,1024,1305,451,-579,1284,382,-938,-1670,1792,-132,-1415,1077,-756,-705,-628,-1638,-1469,-737,-721,395,-107,2311,-1129,-298,-462,602,-187,-245,359,1002,947,-714,-849,-247,-2199,-1865,1315,-571,1070,-865,-401,38,-1774,1359,-714,-349,-767,1391,-191,-469,-1792,10,1094,-3489,-718
-621,-247,-584,-1913,2388,1381,-3371,-1179,-1825,-1458,-628,-127,-2529,-424,1536,1643,-3773,2180,-423,2225,-2201,-2781,2363,-637,306,-1225,659,3029,-1574,417,-1453,507,1604,-1425,-135,-2211,-580,171,-1081,-897,-1636,436,1997,191,-3834,790,132,-527,746,-3851,-1992,573,-1312,-1388,1339,-1507,-251,33,-921,3368,-531,2430,-683,333,-491,-1926,-951,2257,87,20,2120,-2004,-3717,1592,902,2429,-2577,-2142,-2494,757,-27,-703,-2483,-3373,-557,1678,582,-1692,1264,1536,1305,703,1998,2428,-1009,-1152,830,2233,2508,-186,-178,-1314,-805,-1674,-448,-116,3909,292,578,3131,74,638,-83,1957,-127,3794,-316,914,652,1993,2114,727,-2652,568,-2684,-1730,3640,-1569,1275,-2665,-3004,1171,893,-209
227,920,-1605,2594,1632,1075,-579,-851,-516,-1642,948,19,2065,236,-149,-2177,943,-570,45,622,1675,1894,920,-222,-1445,1564,-1318,-1932,-3203,447,-129,641,1212,-896,321,705,-916,-1661,-2408,1292,449,-1305,-1363,1361,-448,1232,-358,-916,1386,2670,-1192,2636,1873,-1166,1084,4325,-963,-582,628,-307,1571,-1328,-1385,390,-67,165,3263,-3095,-1869,-6,306,-1584,819,301,-726,228,-1546,-696,-432,-1409,-638,978,2313,-403,-1600,-2550,-500,2637,228,-1943,-844,1356,2177,-532,-738,2609,1869,2056,-309,118,811,-898,-182,343,-523,379,188,693,-1506,95,-2380,-602,1819,2484,-62,-508,1375,452,-2914,-1233,-914,1484,1284,-531,2596,-2391,462,453,839,-99,1043,-1513,826,-421
-1331,403,-920,1451,-1218,585,2215,-110,776,1737,572,-2006,-3976,795,-353,2220,-1867,-1822,1352,-1994,-712,1883,1206,1247,-2808,-167,-2262,-510,930,1148,-456,2603,380,-197,1583,2055,152,-2231,-634,2684,2192,-1236,-16,-1927,2483,-2405,-647,-1228,1413,-2100,-953,-2284,1877,-1246,1297,909,1102,-351,973,-1349,-185,594,-1298,-803,14,-1612,-2916,-55,2602,-1425,1397,-2300,-1492,-3341,778,1118,-574,-368,104,1171,1324,1603,1577,1289,-1033,1442,2389,75,718,-867,579,233,742,-356,-2442,-187,-2397,-1759,-3859,-3618,-747,-3891,1169,3896,853,2286,-1678,2650,1644,-1717,988,-293,-1626,-1851,-2760,-1927,-309,2047,-965,-525,-3722,2271,2197,3190,-68,2191,-311,1827,-2163,-1235,-2240,-1041,1666,40
308,2544,2204,504,-1675,-342,2913,453,25,4459,1123,-404,414,-2026,673,286,193,-1685,971,-1326,2674,-1552,2070,1897,-15,-724,-209,-1312,-3049,660,1118,-3924,1601,-16,-250,327,-3112,790,-1575,-2230,930,-1014,1797,1726,-1811,404,784,2836,283,307,7,-1859,74,-1477,-1587,-1185,2896,-1749,-2605,66,306,1233,1511,2420,-1362,2882,-502,1463,2201,-122,1923,-2383,879,-954,-910,-3606,-148,2101,-686,1249,-2548,-542,2241,-253,127,940,1224,-2269,-1610,3515,790,-635,-1549,-426,425,-42,-4471,-1066,1679,-1671,-1136,67,-373,-575,734,99,399,3701,335,448,2967,-140,-495,-644,767,-498,457,804,-510,209,-1102,-908,520,13,-1146,1977,-1447,2164,-2556,-413,3062,681,2954,947
-1704,1088,3332,1693,-604,1065,-1904,2163,1625,232,1969,-1182,1408,-1754,485,-2686,744,831,-1250,391,1392,3381,2215,-490,1641,402,-1251,-147,-1058,-1503,183,-2241,-389,697,-1710,-2373,-2141,1790,-649,-4142,-1137,714,787,479,347,3681,1435,-2117,694,-1952,-1083,-2238,-3161,1957,-3403,2308,2642,-3984,-4913,-1093,1512,2758,2919,1525,-3449,1025,2701,-412,559,-1553,3328,0,281,1029,1480,-2682,-1797,2094,-1066,-2551,-555,134,-2648,-591,-1807,-1528,-1174,-2279,1252,3815,1292,-336,-1969,-47,-1293,1963,-546,-4012,2321,-2612,-3469,228,-540,-2122,-2294,-260,1071,2254,680,705,1046,-4028,-2209,736,-10,2617,896,-172,-236,2549,2513,1684,-3433,-2465,1045,2186,-1574,133,1057,578,2496,3017,2244,-1174
1023,1111,14,445,-659,-137,-85,1097,210,445,141,-1781,227,-53,395,1105,1778,1460,1771,-161,315,523,-1599,-852,-358,11,1137,-1068,-1491,-1831,4919,-1543,1386,-1121,687,757,1180,1325,1301,-1333,653,-148,-351,-2309,1670,2675,368,1636,-1055,1585,1888,-2223,2597,1309,-161,-2257,823,-3110,973,-913,472,-761,238,522,874,471,112,200,1138,-1856,846,610,-1736,565,-315,-180,1079,2232,747,-2548,526,1579,-258,1304,195,1527,1052,-979,450,2343,-1201,1406,524,998,407,-1395,-411,-2366,3689,-732,-2475,2486,-1194,-430,134,1031,29,383,2890,-836,670,-934,-1600,431,-782,-714,3738,-193,-427,-1390,571,1188,-362,1078,1300,3146,43,1409,-2533,318,365,1532,1776,-710
-2066,2336,-678,1763,-1809,939,311,3001,383,2361,1857,-908,-312,-1590,-1736,217,3001,1900,56,3088,-174,616,957,1633,304,-2167,-1741,-1135,-2128,-717,367,-1208,1495,519,689,1362,663,1372,617,1253,-287,-188,-1445,1675,1289,2102,-220,1566,356,1237,-480,-4060,-1547,65,-2131,2471,1842,-2987,-2434,2019,-2287,-192,4823,-616,-1004,4011,146,389,1833,-311,1802,-946,-1378,999,-1283,-1239,2842,3982,-1149,1024,2477,-893,1086,2035,1112,-283,615,449,840,1025,301,-415,-2010,-564,1026,36,-627,-1699,1911,-1499,-1884,586,-128,1286,-1868,-357,-50,1575,1315,-1477,1441,-1692,1659,-706,937,-4035,-322,3368,-1013,3552,2145,715,1190,-922,1999,2484,-3546,1848,-807,1104,1899,890,2100,58
2141,1049,-892,-3599,-2433,-4158,1137,-1151,-226,2186,-1407,-474,1799,1954,1576,900,2559,2618,596,-901,-1406,157,-997,1028,2503,1499,3865,1599,-2404,159,-17,2489,-1922,-5193,-479,1010,2996,1255,-403,-971,1964,-2887,-610,-2417,-3446,923,1778,1397,1307,1602,5444,-1793,1623,1650,-2933,-1819,2199,1738,1233,-1400,3017,1877,-127,52,3035,748,-4196,2403,456,-924,-3454,363,742,-311,-1945,-4016,-485,-1274,1753,-832,-2483,755,-1253,-454,-2086,3076,3514,2937,-3293,2249,-851,1948,1788,152,3702,-3970,-2548,-2114,1309,4330,-2700,1206,525,1128,682,3536,-2255,-1313,946,-736,3333,-1355,607,-1698,-266,-2550,557,-36,-844,-1909,-1819,-1197,546,880,1981,2068,1986,-1949,-4268,-319,-2481,-2376,-2633,988
-1456,-75,1895,-134,-469,-2576,-227,337,-133,1936,2339,-1591,-1500,239,-592,-498,192,-1579,1967,-532,-1344,135,4218,657,-1205,1768,-288,-1440,-1455,103,911,1947,-1291,-977,1064,-1245,-1098,439,-1226,562,-110,102,512,-1389,-159,868,-197,-3072,2420,-515,540,-1006,-231,1305,-1126,1063,338,-2449,-591,-1301,2605,1902,1128,1000,1511,1338,223,1261,1109,-2632,651,-4059,-594,-172,-1443,-348,115,601,-1402,-1668,-1050,-1740,-1109,776,753,638,5382,-431,467,349,-607,482,1169,268,1158,2634,-1966,-2700,-574,-1464,-2064,-1071,-1394,493,-112,-305,-971,1869,1526,-2412,2077,-2055,-492,2225,-315,-2450,-396,-823,-1634,1268,18,2179,783,1063,-253,1823,-2595,-1155,-937,1576,51,-57,3084,-269
-2594,990,-1301,71,-1491,2961,-359,-1294,-1673,4380,-1357,516,-2929,-1159,729,831,-792,2135,-816,2917,-1869,1455,-578,651,-2718,-1695,-75,1673,457,3243,147,2209,2899,313,1879,1046,-365,-99,-843,731,-957,-528,298,1471,-856,-2116,-848,1406,1208,171,-2086,-2519,-973,-1775,334,-1837,-593,2477,227,259,-1138,1120,2241,-2792,-246,1290,-3315,3264,3534,1695,2817,-1511,-1826,-1962,680,1532,1287,-761,-1234,3579,2218,-1025,164,-868,1071,1663,1000,1592,261,1146,3508,-1471,-82,-1697,148,-1233,49,-1447,2466,-1057,-739,1536,151,769,-352,3275,842,1891,747,-405,-640,-1091,-2377,-1446,985,-2278,401,3784,-1813,567,-167,872,72,624,-1588,2264,510,-150,-415,-374,92,217,399,-478
