-581,-185,35,1096,960,-291,-811,995,-716,-380,765,-579,-348,549,-77,-397,-446,-129,0,586,646,-336,61,194,-812,-582,312,-289,142,36,1500,1059,643,126,658,781,292,296,1172,-1766,973,1417,812,560,-67,-297,-391,340,-137,-1212,-81,-201,521,1038,-150,245,-1111,-303,256,-1023,-853,497,-412,-659,272,438,108,-996,-402,134,-667,409,-883,-698,-58,-402,-383,821,59,530,124,-4,-524,-1059
133,1033,-153,1465,329,-690,-616,139,-455,807,-1127,-849,1014,-865,-344,-18,968,-548,1621,-310,269,-246,-462,-751,593,962,-362,263,-1542,622,61,381,-252,1158,-50,-1559,-822,461,305,-422,519,907,754,-470,387,-363,44,143,-201,-788,-1208,1845,-2422,-58,743,-641,277,-905,-2191,-279,596,-535,820,-190,-83,-683,959,-278,282,-35,-926,99,-588,-311,511,-1157,-499,783,-449,-639,-270,250,-126,-1260
92,302,824,-429,-468,-1885,-894,38,536,-165,-955,-1564,299,-1668,-246,-1577,-384,-795,117,-236,637,-703,-1231,-137,87,6,-328,-19,-385,156,1142,197,-809,1447,-817,835,-710,1007,-434,-660,1252,205,316,906,-431,98,798,70,-1554,876,-125,-94,-714,431,76,588,551,-219,922,535,-1029,705,195,-400,-452,633,758,-77,-519,162,-683,-814,-1113,-870,-350,1061,85,531,704,404,-40,-282,-60,-612
-886,846,698,1157,-14,-326,-563,167,8,-1071,665,271,-921,73,120,-471,-262,8,834,-53,-230,214,47,33,-171,373,635,377,-70,-394,203,-288,-952,341,-794,-284,1436,-446,1006,202,937,306,-1020,-353,301,-180,-287,-1115,-151,-479,-654,-536,-79,-384,-335,-1180,-812,-1081,-47,-36,103,-462,415,-180,-1152,-313,1354,274,328,-799,-1142,364,-399,647,-80,-259,-116,-1144,419,84,-793,526,-70,-935
410,146,-505,727,-1390,-298,-96,1000,-58,644,-271,943,-465,881,1022,810,954,373,-99,638,88,170,1262,-961,-96,641,143,-333,-35,-204,514,-452,-106,904,823,367,-773,-1255,456,5,769,-726,1072,-438,487,1287,8,350,-27,-1269,-22,1445,74,747,93,-739,600,104,-311,276,740,-686,-964,146,1271,-381,-1162,-723,112,-625,-374,28,-189,173,-623,-818,-179,-417,-116,244,794,647,17,596
-222,-1124,-247,-678,1222,43,323,-672,-780,-48,152,313,187,-1170,-909,560,-909,-728,-77,-130,609,-864,-283,702,-203,-1119,-915,974,348,824,1149,-556,896,-840,507,466,-570,-615,-1371,0,-345,-20,-1267,47,718,-636,-208,-222,1067,200,-936,271,-104,472,-94,1022,-1206,-288,1511,-175,-1502,-128,73,-332,217,-514,-988,68,-1161,-299,94,-411,-1276,-1622,914,842,-933,290,-256,-318,127,723,1052,-633
582,-426,-1751,-440,-1089,-1063,-234,-676,948,1174,-832,-824,278,133,1400,-534,1805,424,-1403,-332,1020,-689,850,113,-393,478,5,1040,-1072,213,391,119,462,1033,445,793,-867,507,513,-1265,-934,618,1209,-395,517,-540,-1091,1689,-677,-867,-353,27,-882,797,790,1183,629,1329,76,903,29,-27,-151,130,-361,164,16,848,-319,448,1834,-114,-371,-411,-106,-1180,793,-657,109,911,2443,685,640,819
-93,457,258,681,-622,-585,-839,1039,-987,-48,70,290,-1255,230,-516,873,-311,-29,-160,-53,-470,-848,-40,-487,-95,65,525,-360,-74,338,1377,-386,-105,1014,901,-195,-119,-450,199,-460,810,228,-347,-270,35,169,406,-520,390,86,-467,1017,499,536,-332,-831,-899,-931,-149,-247,-183,451,301,-909,246,243,411,48,-135,-378,-933,-923,-418,-228,-272,394,-490,143,592,-96,-767,147,-101,104
-533,700,-573,931,-125,607,-744,-305,-877,1056,-927,-696,-832,-451,-70,773,1101,-34,419,296,-675,234,1140,-265,251,454,804,-763,-55,-227,320,139,-807,90,609,47,51,-20,32,-834,-820,426,-908,-66,424,-204,-1111,-163,1060,-955,-600,630,222,366,-209,-154,-229,-109,-1606,751,1046,-315,656,-932,-123,697,19,-289,953,681,147,533,-71,535,667,414,-402,-961,-932,480,122,-69,-1195,864
-185,-761,-983,-245,432,-433,201,-1508,899,-265,-745,-89,166,-76,-86,618,372,1162,307,536,127,109,-280,892,333,-679,-209,728,135,398,-269,-338,-440,-220,-1075,-87,-797,-61,-782,1350,69,-334,-479,-527,-999,-1627,916,-7,-462,315,-117,216,-292,-524,-615,-289,626,-436,-469,-148,218,459,-621,1248,-243,-343,-130,600,-865,306,-599,-58,-100,-774,252,80,-1166,-193,177,-587,516,523,846,992
244,367,-575,-469,-1683,-946,-587,480,-122,479,-715,-292,-851,-749,167,-162,-87,-193,-924,-1597,-299,-670,790,-515,-438,1130,86,570,-860,-938,239,-73,-4,903,-128,-75,364,-437,559,-140,141,18,1156,-10,-134,1292,-341,442,-897,727,-960,565,-334,458,564,879,726,939,-208,1219,232,-48,271,114,648,-94,26,-841,197,-231,898,35,-775,-739,-225,-956,877,112,-561,747,1138,304,285,-447
-223,265,124,-130,-617,485,265,334,-210,512,715,993,-253,367,393,173,19,-571,-809,-591,-432,629,284,458,-343,-176,-150,-350,604,335,-763,116,505,-412,718,-302,331,-637,102,34,825,-312,-285,145,807,180,-949,370,420,-301,176,522,411,469,-40,28,-395,902,461,312,-248,-1147,80,-801,201,-77,-568,-34,458,-346,458,-699,-9,-459,-386,182,44,-95,-649,540,492,667,-203,-298
-124,-217,48,-540,-439,138,-82,32,268,-551,302,305,379,213,168,-485,-1130,-27,-1614,-293,-81,812,-67,1052,118,-315,373,251,450,-401,-521,350,-174,523,-497,-639,766,-1311,842,-338,564,-23,40,1153,-41,421,-1047,-78,-92,-258,951,-190,479,694,270,-114,-43,638,-37,242,-549,713,714,402,-438,1093,471,-64,843,-362,266,510,277,335,-904,-708,524,309,-370,-321,1176,624,-377,62
550,-391,-627,-345,-17,-60,-44,-155,-68,153,-13,121,221,762,-201,321,-87,413,-748,175,606,-770,-264,955,505,865,115,-183,-382,945,-126,-659,187,-95,-361,-54,-137,96,488,50,229,4,173,-208,108,439,-6,-264,369,-586,243,250,53,769,471,298,-29,988,448,-297,-128,1155,254,42,-10,-695,-734,776,377,426,232,140,707,-686,66,-595,421,632,758,40,381,-486,770,212
-479,-56,-15,139,378,-442,-665,-108,378,-123,792,42,-1165,-888,-91,-207,702,-183,-48,-195,-112,-78,-347,105,-1362,-566,425,-390,550,-11,1265,200,-259,-14,1298,-265,-374,816,-72,-613,552,167,33,233,366,-931,-63,690,353,-482,-610,-584,81,-823,-252,83,-429,-698,601,-106,-189,-371,-514,-1,-584,-569,-279,318,53,304,147,-96,-829,-245,-320,764,-913,522,78,1073,257,-172,-479,-834
-11,390,694,-735,-893,-385,160,-263,587,-125,-156,150,242,-282,725,-510,-573,161,493,-988,-842,707,-655,-234,508,690,-502,478,-393,-684,-1650,-442,-590,35,-417,151,-122,196,194,943,456,-195,-149,357,-562,487,1157,84,-1171,1312,185,-480,-358,-930,488,79,663,290,-175,559,205,200,510,-72,9,830,498,53,-484,-78,-314,-839,1280,703,-101,586,712,-569,17,174,386,-558,254,-255
20,-202,143,275,333,-149,132,399,28,-34,437,-594,-868,217,-112,165,301,164,948,326,126,-178,231,-393,-460,-264,-16,-714,315,-229,809,163,-434,-459,363,1264,124,703,-121,-39,52,723,291,319,-311,-663,500,113,351,-199,-789,-699,214,-707,-919,119,-538,-545,324,4,74,214,-635,-748,390,294,-170,16,-341,93,620,48,-612,645,122,93,63,-339,773,631,-754,-112,-375,-213
205,-430,6,-39,225,-12,-105,77,-63,-111,279,439,421,640,95,-96,-283,103,-434,189,-44,27,-439,551,-419,-433,-315,196,74,384,-180,342,267,-147,-103,368,-52,-185,-141,253,660,-325,640,595,-59,-320,-191,296,117,-689,768,-345,183,169,-500,-28,-295,90,-65,-357,-929,592,-128,128,409,-233,-22,-58,-91,-126,-153,-359,236,-890,182,-412,412,496,276,63,729,339,587,-264
-3,2,0,2,1,5,3,1,0,1,0,-9,-12,-7,-2,2,4,-1,9,-5,-5,3,12,50,-5,-116,-54,-69,0,-7,6,26,-71,50,29,83,93,14,138,136,-104,56,172,340,42,-337,3,-496,-132,139,270,113,-79,163,-368,64,121,-164,18,132,-63,-25,-166,-353,-156,-15,-394,98,-232,35,161,-49,396,27,95,86,-277,128,276,55,132,-97,56,-112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-1,9,9,0,0,0,10,9,-9,0,1,-93,87,-102,-9,1,-3,-81,-18,-173,48,155,45,24,94,-11,134,-110,-155,11,75,87,27,20,-254,34,133,-61,75,-136,-24,-76,63,-101,-146,112,-177,-96,2,-12,94,217,248,-248,-121,-173,244,20,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,-1,1,0,1,-1,-56,4,-59,1,-7,-66,-3,-92,34,33,6,61,-3,65,-11,-164,53,-11,88,-18,-52,-25,71,126,-4,153,42,121,-108,-174,8,12,-48
