-389,795,509,-423,413,-1093,1078,-767,390,-426,-610,-469,-880,254,-1115,687,217,-665,103,370,1001,237,652,328,-570,-40,60,310,-146,-142,-181,415,-160,-128,627,-798,-168,-847,585,-556,-661,-100,379,-152,212,-853,465,284,-454,310,-102,-353,977,349,704,-942,141,458,726,-5,-24,182,-876,63,908,719,68,-146,-16,-154,616,4,60,-522,-228,-130,244,-176,59,-541
-983,-179,-886,-765,942,145,-29,-570,-276,824,-198,367,726,398,404,90,633,905,689,-158,693,128,398,447,-1317,-824,-78,-108,697,250,-449,-92,-44,365,1004,-457,-366,639,64,-843,-537,153,6,1107,-72,712,146,-574,266,-186,466,-79,850,-488,865,-16,437,-360,134,-182,70,-93,990,-718,308,-435,638,-214,-355,711,318,737,115,-653,115,-502,415,-53,-73,-507
371,44,978,167,-524,206,59,539,-620,-225,757,-1335,-487,-124,-263,-145,1221,-848,463,57,-131,856,88,-779,374,740,410,-1304,681,521,-431,99,239,-962,-1295,-374,650,-410,442,-983,678,421,370,286,358,-672,-979,1128,818,102,-1173,-173,651,90,160,-445,8,-513,-1065,547,-718,327,-795,606,-8,33,-828,244,666,90,247,-48,321,-962,630,-1095,223,432,308,-34
1233,119,-461,125,-155,567,876,-211,521,627,26,649,-129,-998,776,-518,-887,615,-86,171,-760,-344,-132,303,718,1062,-684,611,252,942,709,114,-313,609,-45,576,582,-571,-123,888,-801,-754,-865,-281,105,-71,177,619,-257,-597,340,17,-538,-375,-855,718,1074,689,708,474,-1529,-228,330,-340,227,-191,77,-1374,-260,-977,-119,995,1470,1474,-450,1124,-630,-122,1670,1212
475,93,-250,432,-1126,662,-386,779,-382,-612,468,449,-227,388,1582,-613,-411,-347,-462,-388,-627,58,228,1581,678,1081,594,-876,-489,586,1038,598,16,720,-772,138,86,237,493,245,-382,-61,-401,-876,-94,387,-552,784,829,536,-110,-229,-591,-938,405,1628,379,859,1085,303,309,97,-597,-28,-454,-181,-444,-393,428,569,226,556,23,315,494,-429,-221,-236,93,-308
-47,739,191,56,49,-390,504,-158,-473,189,-328,182,-224,-547,14,-87,-821,-888,224,288,457,227,107,-71,-173,376,-401,221,341,208,219,551,-527,478,168,-200,-575,-766,601,18,-279,-664,174,5,176,-236,1007,416,-671,-21,-344,103,-142,-485,47,-109,239,727,149,-46,282,-851,100,-764,-728,455,64,-108,228,192,653,-23,410,388,-342,376,-205,127,997,-137
-403,613,-32,580,-221,627,-15,763,-1391,-742,280,168,-710,-510,-38,410,116,-351,232,-707,-26,242,-239,294,-712,562,1549,-70,139,387,930,302,-559,-443,-1159,-251,-636,-19,820,38,-480,-410,345,396,1009,-8,-222,613,522,-445,381,-527,-826,49,736,1651,487,546,-75,32,-51,-581,-261,805,-761,-3,-56,-403,936,158,951,170,80,-252,1060,-47,-623,6,-61,375
1050,-816,-91,-470,-490,-4,320,-230,1234,-261,-477,59,15,-132,572,-796,-309,-442,-254,423,-55,1043,694,542,529,202,-1556,103,471,90,-125,-392,75,211,247,190,324,-32,-683,205,467,-320,170,290,-1201,476,-278,643,-2,-359,-682,175,184,853,-480,-416,-1082,-473,-208,463,-527,950,-623,-380,-145,276,-159,-217,108,152,210,136,606,-36,-513,351,-128,321,451,-201
233,-555,-27,61,324,-30,-265,294,253,543,435,-200,478,291,696,-35,264,358,288,-313,96,598,-124,6,-250,288,-66,188,249,-69,-5,-877,-106,-378,75,513,853,-306,-543,953,210,147,-548,-209,31,294,-653,161,-46,-944,-234,675,53,240,319,-531,-294,-372,-826,-471,-644,-276,546,-47,162,160,266,170,-757,462,-110,98,354,527,150,-364,974,-368,-508,477
137,-407,-147,-5,-140,-153,30,-35,404,-88,-57,57,219,105,109,144,-11,256,-224,34,-235,40,-299,326,109,-132,-33,42,-279,-444,37,-311,41,160,-76,143,97,255,-66,244,219,386,-719,200,40,179,-698,3,392,-169,-59,-201,-279,668,18,-11,-620,-463,-101,140,-117,567,396,123,555,-534,337,557,-107,669,-176,-188,-298,122,168,171,0,422,-596,-168
-367,360,58,0,-346,-57,-8,8,-331,-367,0,0,44,-135,-510,-295,25,14,109,128,165,-383,-294,-553,-122,-177,736,-388,217,727,-141,292,-331,238,-368,-81,51,-613,-389,-529,-163,-357,504,532,-167,141,201,-47,348,382,782,6,599,184,422,-170,820,-75,532,-76,203,-61,-172,-566,-832,79,-378,64,107,-524,110,17,-101,17,-197,-1,-124,-134,84,100
-41,102,8,0,-135,21,32,-32,-62,-135,0,0,-53,-97,-199,-18,87,109,90,-110,267,-10,-213,25,-64,5,320,-342,247,237,-130,-118,-38,215,-193,122,-210,53,-259,-298,-337,306,27,233,9,88,64,150,-3,374,575,-390,95,-270,-51,43,236,-140,126,-242,124,-109,-201,-346,8,-32,-24,103,357,-177,-144,51,-22,-122,-91,168,45,149,216,101
37,-33,0,0,5,0,4,-4,37,5,0,0,-4,1,34,4,-1,-1,-1,4,-7,29,8,31,5,4,-39,13,-11,-38,0,-65,4,1,76,-42,-57,102,-23,60,-8,35,-48,-7,13,-21,-27,-9,-21,-76,-107,-62,28,25,-82,12,-67,-2,-49,97,-66,22,66,-200,5,-94,164,-59,49,114,-75,61,90,38,-22,-27,-32,-58,9,160
